Place,City,Country,Continent,Visitors_per_year_millions,Average_Spend_USD,Rating,Historical_Significance,Popular_Season,World_Ranking
Niagara Falls,Santorini,Italy,South America,52.24656158099939,546.2193242575456,4.798859204227282,False,Summer,909
Machu Picchu,Ontario,Greece,South America,48.75135286809541,2686.680609868977,4.082069527260381,False,Spring,577
Disneyland,Paris,India,North America,38.92566509874977,1087.2328378778361,1.7843480624382804,False,Summer,392
Santorini,New York,France,Europe,51.79888246569001,106.9957150773175,3.6465613502938203,False,Spring,346
Eiffel Tower,Paris,USA,Europe,35.66460320487183,4606.6939197523325,3.431583594521102,False,Summer,470
Louvre Museum,Paris,France,North America,44.030030023870225,3815.8307060999705,3.2302373986383506,False,Winter,172
Statue of Liberty,Anaheim,Peru,Europe,56.92210822672233,4572.1145043227125,1.8603348623106841,True,Spring,48
Louvre Museum,Beijing,Greece,Asia,40.83153355112688,4112.3995891274635,1.0830347885979728,True,Fall,489
Louvre Museum,New York,France,North America,71.66197968933827,2837.6717008357123,3.899626903368391,True,Spring,333
Great Wall of China,Ontario,France,Europe,56.87341866536238,4180.919185112831,3.397161627492083,True,Summer,71
Colosseum,Anaheim,Canada,Europe,17.66007006323987,3332.1845329727375,3.4402295450602915,False,Spring,811
Disneyland,New York,Italy,North America,73.28923224655946,4093.5133778253503,4.896879023168272,False,Spring,163
Statue of Liberty,Paris,USA,Europe,25.179330289417063,3354.5756411406246,1.3776922316992088,False,Summer,293
Great Wall of China,Santorini,India,Europe,76.8063439700158,3041.949471353384,3.642626833424883,False,Spring,55
Statue of Liberty,Paris,Peru,Asia,8.540550166571073,672.7766144590177,1.2065674932517454,False,Spring,421
Taj Mahal,Rome,Italy,Asia,54.56075198154356,2478.521163715268,3.2706033918519646,True,Spring,318
Eiffel Tower,Paris,Peru,Europe,50.88132666494273,1262.5673613780764,4.026128736437455,False,Fall,222
Disneyland,Ontario,USA,South America,55.339493242648025,4501.588062535605,4.073104877348037,False,Fall,742
Eiffel Tower,New York,Italy,Asia,99.57283184603905,693.7682409492836,4.557563480491568,False,Spring,756
Great Wall of China,Anaheim,Peru,North America,61.83112571572388,4408.0734520938795,2.4176679470638125,False,Spring,581
Great Wall of China,Paris,Greece,North America,30.964856850328374,1505.178305402532,1.9022555374195207,False,Spring,802
Eiffel Tower,Agra,Peru,North America,1.6793796413898017,1173.6307705244467,4.911364915199721,True,Summer,688
Taj Mahal,Anaheim,Italy,North America,30.474976631345324,4296.88861665841,1.6633666539123606,True,Spring,310
Louvre Museum,Santorini,France,Europe,71.44267363291883,4478.231586080927,2.0101744616586794,False,Spring,279
Louvre Museum,Paris,France,Asia,96.6852142097591,2413.151599505704,2.982873744332171,True,Spring,504
Statue of Liberty,Santorini,USA,Asia,84.29229820046442,1141.7571417627876,3.763040024316605,True,Spring,954
Niagara Falls,Anaheim,France,Europe,52.20274584971752,3930.9001544091793,3.9414473280289535,False,Summer,254
Louvre Museum,Santorini,France,North America,22.27299838482332,4390.920098715111,4.123772154009691,True,Summer,51
Colosseum,Paris,Canada,Europe,62.231157310179285,2051.8309170969706,1.0708424116080493,False,Summer,860
Statue of Liberty,Paris,France,North America,96.42495017460575,2256.4809899602615,2.055160924738588,True,Spring,599
Disneyland,Ontario,India,Asia,38.22538693142044,4278.871038464597,2.704545468926945,True,Spring,369
Great Wall of China,Cusco,France,North America,25.53710348820833,3626.5057196512817,1.4191060185109934,True,Spring,288
Disneyland,Paris,Greece,North America,55.840150237607055,3660.408436088599,1.4389263874234715,False,Spring,569
Colosseum,Beijing,Canada,Europe,75.47012254488432,501.99369853772515,2.6426869634444112,False,Summer,99
Niagara Falls,New York,France,Asia,8.980855948574863,1965.6715447714566,2.719775588919872,True,Spring,282
Taj Mahal,Paris,Canada,Asia,21.876313612077876,1288.9571920955043,2.0720496804060264,True,Summer,912
Colosseum,Santorini,USA,Asia,99.93620900935787,4315.343471663338,1.7876690128677248,False,Spring,46
Great Wall of China,Anaheim,France,Europe,73.29046310593026,4006.1974737468713,3.0610835564825987,True,Fall,161
Louvre Museum,Ontario,Italy,North America,86.3303081947742,632.3838711537186,4.108496971021838,True,Winter,154
Great Wall of China,Rome,USA,Europe,22.143414682133663,4451.069281563023,1.1310550055300106,True,Spring,327
Niagara Falls,Rome,USA,Asia,72.03561568115155,2303.6599063576573,2.2124624737823817,False,Summer,33
Eiffel Tower,Cusco,China,Europe,91.34487669724784,3103.677246345198,4.908958433108305,False,Summer,936
Niagara Falls,Beijing,India,South America,26.629595409022475,2235.6417081976674,4.611033125117718,True,Summer,517
Colosseum,Ontario,China,Europe,27.87746662819106,644.508691993999,3.6933885370516393,True,Summer,667
Great Wall of China,Santorini,China,Europe,50.038775345974095,4628.981570563198,1.7070878867383397,True,Spring,806
Taj Mahal,Agra,China,Asia,75.2372143032716,4232.037870838031,3.440462803222061,True,Fall,907
Eiffel Tower,Cusco,Greece,Asia,60.23564753190353,4129.19553127918,4.807067619188583,True,Fall,963
Niagara Falls,Paris,USA,North America,83.92924085372267,392.3305816963442,2.3228528184430965,False,Summer,143
Louvre Museum,Paris,China,South America,56.17396538867261,442.31284173523693,4.810014959857755,False,Winter,739
Niagara Falls,Santorini,USA,Europe,46.91062060777876,4057.7958983021213,4.151400217566428,False,Summer,897
Eiffel Tower,Ontario,Italy,Europe,3.754805874992961,2510.451254661802,3.7214010633258012,True,Spring,392
Statue of Liberty,Paris,Italy,North America,11.652748530456861,2809.4786364842535,3.447591750723877,True,Winter,831
Niagara Falls,Santorini,China,Asia,95.4976105992598,2235.0575624535322,3.46491988140654,True,Spring,818
Great Wall of China,Paris,Canada,North America,88.16071302021636,1828.0720389887256,3.1686598886466197,True,Spring,731
Great Wall of China,Ontario,China,Europe,48.00155641775355,4106.337225463043,2.7810009705506338,False,Fall,37
Niagara Falls,Santorini,USA,North America,36.40226243158655,2415.9261722607157,2.8525878974324805,True,Spring,623
Colosseum,Anaheim,India,Europe,98.50990962069213,2964.985129484127,2.285445868131132,True,Summer,562
Eiffel Tower,Ontario,France,Europe,64.21570589058192,4231.986516325588,3.1763376966345773,True,Summer,722
Great Wall of China,Anaheim,China,Europe,55.37718731230941,4509.168047666868,1.1516202216257292,False,Winter,736
Statue of Liberty,Anaheim,Canada,North America,34.98720590649752,3156.3973701394707,3.5506194358718086,True,Summer,986
Taj Mahal,Paris,Italy,Europe,41.14354758961417,2684.3244405313367,1.7307553607437014,True,Summer,80
Taj Mahal,Paris,France,South America,33.99173356540775,3419.3385907242846,3.0641442566731745,False,Spring,780
Great Wall of China,Beijing,USA,North America,80.96769370693654,3440.934274093529,2.608090338277507,False,Spring,48
Santorini,Paris,China,Asia,81.09585801528934,4575.4245631961,2.545331058959592,True,Spring,449
Eiffel Tower,Paris,Peru,North America,2.627338395069674,1117.9278854158215,3.0972502974617013,False,Spring,356
Machu Picchu,Santorini,France,Europe,46.100384486979245,4481.180491825894,3.089066305638199,True,Spring,818
Machu Picchu,Rome,USA,North America,94.08649526422438,4885.34871541311,1.742742261045533,False,Spring,292
Colosseum,Beijing,Greece,North America,72.17427608150449,3596.120428682334,2.168386862465935,True,Spring,774
Colosseum,Anaheim,USA,Asia,35.877158553004215,2291.3239395174433,3.8375618949664965,True,Fall,742
Machu Picchu,Anaheim,USA,Europe,99.16618546392259,3696.223781392927,3.0792129744541565,True,Fall,857
Louvre Museum,New York,India,North America,24.924729076075124,4077.1833242976472,1.634615572674437,True,Winter,539
Eiffel Tower,Santorini,India,South America,53.59273094930294,3315.9811352419356,2.5325343434061165,False,Spring,527
Santorini,Rome,Canada,Europe,17.414798063106257,4575.866353085497,4.109133008475958,True,Spring,86
Eiffel Tower,Santorini,Peru,North America,32.82120397689098,1141.6007951555366,1.5205994118918538,True,Spring,353
Eiffel Tower,Santorini,USA,North America,65.3188688494999,2969.726979904592,4.844988997850889,False,Summer,224
Niagara Falls,Cusco,China,Asia,16.35292847663873,2572.3907979011783,3.2131167716309768,True,Summer,489
Statue of Liberty,Beijing,France,Europe,64.63024770731329,441.0223929713625,1.4949308649921451,True,Summer,402
Taj Mahal,Beijing,China,Europe,47.40627440200595,507.8545985121279,4.488367050316229,False,Summer,680
Eiffel Tower,Paris,USA,South America,20.45549531818045,124.12412488862303,1.4556000554445476,False,Fall,920
Disneyland,Cusco,USA,Europe,50.372360943530474,1845.1081371868952,1.6851486693783704,False,Summer,785
Taj Mahal,Cusco,Greece,North America,18.19998612198386,3321.2921495706364,2.43349847916725,True,Spring,727
Statue of Liberty,Paris,Italy,North America,78.6877038656269,2122.942595839259,4.462240661092684,True,Spring,168
Taj Mahal,Ontario,France,Asia,3.202667073742885,1872.5914453068376,4.044121620254649,True,Summer,588
Colosseum,Beijing,China,Asia,76.73366491274969,3878.984502342309,4.765353229809589,False,Spring,398
Eiffel Tower,Agra,France,South America,59.7582609911659,3314.7694468738355,3.73585263032494,False,Fall,534
Santorini,Paris,USA,Asia,74.45944940398411,1027.4004506923047,3.990844525481666,True,Summer,304
Eiffel Tower,Agra,India,Europe,3.371885899633021,985.4423263571756,1.8275954485160755,True,Summer,292
Great Wall of China,New York,China,Europe,78.5875508286447,1221.4228788551886,4.2354821849586255,True,Summer,899
Santorini,Ontario,Canada,Europe,87.68490347587823,192.60183684903348,4.181443135400032,True,Spring,243
Taj Mahal,Paris,Peru,Europe,77.40521641881409,4523.370123210464,2.038467933626206,True,Summer,311
Louvre Museum,Anaheim,Peru,South America,2.351790147851407,4372.247693929672,2.013872869436312,True,Spring,309
Disneyland,Agra,France,Europe,63.6051204966359,4432.7078972165245,2.86082846257635,False,Fall,173
Santorini,Beijing,Peru,Europe,5.9620625521875095,4204.046319715272,2.9178185489251973,True,Fall,219
Colosseum,Paris,USA,North America,41.765471622031534,2807.50870377445,2.966277298996524,True,Winter,997
Colosseum,Cusco,USA,Asia,40.9417279249462,3464.373783867369,1.9934990059158477,True,Fall,895
Taj Mahal,Paris,India,Europe,69.76182009136426,4816.903674390324,4.991159211264231,True,Spring,149
Niagara Falls,Anaheim,Italy,Asia,74.58234034470433,3566.461284655733,1.4898198676632375,False,Summer,637
Statue of Liberty,Cusco,USA,Europe,4.021657686106748,2612.21607987776,4.429624226224313,True,Fall,891
Louvre Museum,Cusco,USA,Europe,52.2113613323431,818.8092198215727,2.930264124628306,True,Fall,158
Statue of Liberty,New York,China,Asia,94.40243348470675,219.3216956670732,4.889806781233579,True,Fall,593
Taj Mahal,Cusco,India,Asia,27.903840702519506,2020.7022163303916,1.0897125992228882,False,Summer,428
Statue of Liberty,New York,China,Europe,90.60794065496493,3217.0780291912483,1.0183523162938868,False,Fall,301
Colosseum,Anaheim,China,North America,3.4343010400324996,2645.2329318967104,3.9924941400580405,True,Summer,328
Taj Mahal,Paris,USA,Europe,48.242037945259156,1892.1825637935488,4.076791111402584,False,Summer,542
Santorini,Anaheim,USA,North America,79.55385137740566,2769.547555223378,4.0493201795304765,False,Fall,774
Niagara Falls,Paris,USA,Asia,66.80240831182111,1503.8731786451092,1.0782404170387174,False,Spring,173
Machu Picchu,Paris,Greece,North America,17.107635076606417,2685.4162028314145,2.2507009787036956,False,Spring,979
Colosseum,Cusco,India,North America,87.11796942389947,3071.9063613287162,2.4348293078672465,False,Spring,851
Disneyland,New York,India,Europe,42.46777267855485,1652.1754127543866,3.6667722832914933,False,Summer,706
Machu Picchu,New York,Peru,Asia,42.75132631229531,2941.2306772359907,2.1371133983780743,True,Summer,414
Santorini,Anaheim,India,Asia,81.52892876839627,3588.0616691619944,4.67428046040458,True,Spring,414
Niagara Falls,Santorini,India,North America,21.14400904216312,3985.063141979465,2.5893461273056175,False,Winter,436
Colosseum,Agra,India,Europe,18.69306890044853,732.9338916148841,2.802856525097473,False,Summer,27
Great Wall of China,Paris,China,Asia,58.94399569954352,1026.2823638306309,1.264662465137305,False,Summer,358
Great Wall of China,Agra,USA,Europe,55.19144817173841,4238.645037394607,1.6186397421247443,True,Winter,972
Great Wall of China,Agra,China,Europe,66.52373756688482,3172.88366390247,4.917105045792603,True,Spring,564
Disneyland,Ontario,China,North America,76.09637938302973,2232.2350077853384,2.0381432640223895,True,Spring,332
Great Wall of China,Ontario,China,North America,8.662038880259615,4623.199198418919,3.9923454096501167,True,Winter,841
Niagara Falls,Anaheim,Peru,North America,50.73076751224825,4534.033798961384,4.639669302019355,True,Spring,249
Great Wall of China,Anaheim,USA,North America,15.12497069335468,674.3478039183527,3.6836996365484005,True,Fall,366
Santorini,Paris,China,Europe,82.73895709380571,129.77071236154444,3.192807510127135,True,Winter,748
Niagara Falls,Paris,China,Europe,58.709618654964785,786.4264902253387,1.0726021790790923,False,Spring,832
Santorini,New York,India,North America,85.44850562178048,4167.059941485328,1.8056130700150783,False,Fall,248
Eiffel Tower,Santorini,France,Europe,81.13080391787376,4322.673839983131,2.3712533521031918,False,Summer,954
Louvre Museum,Paris,Peru,Europe,51.505836971679095,2931.041585324127,4.683979401506448,False,Summer,291
Niagara Falls,Beijing,China,Europe,37.28013597377921,3166.0732901841434,4.34190923912807,False,Summer,259
Taj Mahal,New York,China,North America,93.77798410470943,363.49355158663116,1.6739500019278326,False,Fall,30
Disneyland,Ontario,USA,Asia,86.65265022815825,1194.3272680048055,3.702172331112024,False,Spring,281
Niagara Falls,Anaheim,USA,North America,59.158839327701294,1121.620994704405,3.6062664412442302,False,Summer,580
Eiffel Tower,Ontario,France,Asia,64.02578442611785,4128.949654148575,4.533863824852499,False,Spring,459
Louvre Museum,Paris,USA,Europe,43.66903102451844,1067.455744978084,4.232089007503015,True,Spring,12
Statue of Liberty,Cusco,China,Asia,62.527103560773675,4958.561950075068,1.8039828675004594,True,Spring,114
Disneyland,Santorini,India,Europe,36.332522743649335,514.6454324558551,4.921143976988988,False,Spring,910
Machu Picchu,Cusco,Greece,Asia,95.05375218479286,3584.0899833149365,2.9696717709191236,True,Fall,930
Great Wall of China,New York,China,Asia,96.47981075953051,1734.4160980580846,4.644322498383907,False,Spring,245
Santorini,New York,Italy,Europe,78.44536776205085,3505.6373146757005,3.0627562861475623,True,Fall,60
Eiffel Tower,Santorini,Italy,Europe,17.225388298307372,738.4873897812918,3.1784562954264453,True,Spring,629
Machu Picchu,Paris,France,Europe,43.00191989175725,3478.1623166847407,4.643554262430328,True,Fall,837
Colosseum,Paris,India,Europe,98.38619580810239,3015.298153391728,3.3389394334610856,False,Summer,618
Niagara Falls,Paris,China,Asia,68.26621519438866,4947.772204472073,2.572256250571447,False,Spring,162
Great Wall of China,New York,France,South America,22.839250200358205,2696.0396445611104,3.614090447803546,True,Spring,283
Louvre Museum,Paris,USA,Europe,20.706377880893452,4367.424751437528,1.4409739837068725,True,Summer,535
Disneyland,Paris,China,South America,1.1518783397712933,3624.0642545791684,2.3026503367428,False,Summer,176
Disneyland,Ontario,Greece,North America,56.47412638943724,3103.865324278672,3.332622828164229,False,Fall,495
Santorini,Cusco,Canada,Europe,48.11944731323541,4633.9003916518495,1.1382927439101929,False,Summer,936
Santorini,Paris,USA,Asia,92.27275042819335,471.15164910770926,2.457835546181712,False,Summer,355
Statue of Liberty,Cusco,USA,North America,9.268351719125716,556.4820560654191,1.9926400133013065,True,Summer,625
Santorini,Ontario,USA,Asia,93.86548907648088,4053.492731132975,4.180737357241344,False,Summer,787
Santorini,Beijing,USA,Asia,29.520366213665845,3444.9046843923825,3.9617132747248576,True,Summer,6
Disneyland,Santorini,USA,Europe,21.723555198895802,57.29593667676623,4.422756632045358,True,Fall,315
Niagara Falls,New York,France,North America,40.55859136551532,4026.6371959181834,4.754469757620061,True,Summer,561
Niagara Falls,Paris,Italy,Europe,79.53116284261087,4732.466987250418,2.568612882702501,True,Fall,752
Eiffel Tower,Beijing,China,Europe,96.18436517661517,1900.8904334870083,3.584830321693194,False,Spring,251
Santorini,Ontario,USA,North America,86.71258753492417,450.7844039708088,1.5182904550711198,True,Spring,911
Santorini,Santorini,France,Europe,57.649409993146975,2985.3991819717453,4.8117369003272366,False,Spring,308
Great Wall of China,Cusco,Peru,Europe,99.20251935060696,4350.441087021634,1.0185485030268802,True,Spring,232
Louvre Museum,New York,Peru,Europe,70.09529466955435,1971.1406699180598,3.7676717631008017,False,Summer,256
Eiffel Tower,Agra,Peru,Europe,74.86137745213448,4396.205460616523,1.1386490792686685,True,Winter,35
Santorini,Agra,Greece,Europe,68.12047293658783,764.7109619364039,4.160726880476124,True,Spring,31
Great Wall of China,Cusco,France,Asia,85.55446204840818,3528.023096600482,4.545428613764193,True,Fall,529
Santorini,Cusco,India,South America,8.886431793255966,3064.191650218652,2.838805207619853,True,Spring,451
Statue of Liberty,Paris,China,South America,2.218277224719769,1536.7625604266007,4.591448640618608,True,Summer,406
Louvre Museum,Santorini,France,Europe,16.034451704626363,3075.302276121239,3.226008071874369,True,Spring,807
Machu Picchu,Cusco,Italy,Europe,95.87548298486945,3775.7097205881514,3.2276119009187063,False,Fall,202
Eiffel Tower,Paris,Peru,Europe,3.43111670390958,1827.7846749604828,4.125336673989242,False,Spring,793
Niagara Falls,Anaheim,Peru,Europe,67.30022673797856,3909.972774451265,4.555677848761519,True,Winter,740
Statue of Liberty,Santorini,France,Europe,18.923616614119606,4154.769003760652,2.962688047661591,True,Spring,772
Statue of Liberty,Paris,China,Europe,23.025146232882612,2301.7956040057484,1.7956340774812163,True,Summer,140
Great Wall of China,Ontario,Italy,Europe,83.60183030684186,2622.575555691472,2.090245030414949,False,Summer,310
Disneyland,New York,Italy,North America,70.89779313286482,2361.7231040578095,1.8683317001079929,False,Winter,914
Statue of Liberty,Cusco,China,North America,76.31556880492441,1836.2249898854316,3.1005776488072057,False,Spring,70
Niagara Falls,Anaheim,Canada,Europe,9.22106072074272,4164.710206850522,1.6497993086974083,False,Spring,786
Great Wall of China,Anaheim,Peru,Asia,52.00684987940933,3199.188579959907,1.1668280280304613,False,Spring,260
Great Wall of China,Beijing,USA,Asia,70.19490762475372,1397.8238966257222,4.186168713957921,False,Fall,897
Eiffel Tower,Agra,India,Europe,42.099457291385704,3525.19621972058,1.557858342352025,True,Summer,355
Disneyland,Paris,Greece,North America,50.13880355971361,2170.284536298727,3.1185514083326553,True,Spring,461
Niagara Falls,Paris,Italy,North America,74.92266617133642,1428.8371583599849,2.0846597505529885,False,Spring,690
Taj Mahal,Beijing,Greece,Europe,56.797003120754496,4449.007164744457,3.9120235219180337,True,Fall,33
Eiffel Tower,Santorini,USA,Europe,12.956381131463582,4673.72372982206,3.444717823586494,True,Fall,561
Statue of Liberty,Santorini,USA,Europe,73.71887708428902,1671.0252559411956,1.5088144136091475,True,Spring,330
Niagara Falls,Ontario,Italy,Asia,1.9775831784888767,2699.2881737795483,3.5668507104235436,True,Winter,127
Colosseum,Paris,France,North America,48.357838980225665,2899.266166115659,3.551296266779594,True,Spring,607
Niagara Falls,Beijing,France,Europe,80.450368705586,2175.9593135432156,2.3566276818741145,False,Fall,939
Great Wall of China,Paris,France,Asia,57.23813811900196,3315.1971478364767,4.721912249025944,True,Summer,761
Disneyland,Cusco,France,Asia,4.346183047516394,1756.7886790902114,2.5958324949863862,False,Spring,349
Machu Picchu,Santorini,Greece,North America,1.5536502635950498,450.23385030246607,3.953372530487467,False,Summer,864
Great Wall of China,Beijing,Italy,Asia,42.797362968805416,3324.3530637638883,2.302401858087603,True,Summer,465
Colosseum,Paris,India,North America,35.35336279521567,4961.26320488704,4.918193864601692,True,Summer,938
Disneyland,Paris,Greece,Europe,68.5844305150598,4358.707841107041,2.7834285748276306,False,Winter,447
Niagara Falls,Ontario,Canada,Europe,6.81368360526447,1823.7284429333542,1.5636783745318619,True,Fall,157
Eiffel Tower,Paris,Italy,North America,10.678019283637795,1715.8994407981677,2.00733517543075,True,Summer,590
Niagara Falls,Ontario,France,Asia,84.25935993220297,1071.0668596417436,3.7965761720093725,True,Summer,210
Niagara Falls,Paris,Peru,North America,98.67467352722798,3986.3820645213655,2.258658838219631,True,Spring,581
Niagara Falls,New York,France,North America,53.52913111087288,119.8881477949481,1.4998357811894634,False,Spring,397
Louvre Museum,Santorini,India,Europe,76.06706792059215,1630.2880953328201,4.171105576957765,False,Summer,332
Machu Picchu,Agra,Canada,North America,57.06019106353445,3923.0783136735404,4.579517831154656,True,Spring,697
Louvre Museum,Paris,Canada,North America,7.3839648835612515,3167.6685344577018,3.547106894701582,True,Summer,897
Santorini,Paris,USA,North America,63.647058047723554,893.3506340652285,1.7742049520088115,True,Summer,631
Eiffel Tower,Paris,China,Europe,69.08344239307476,3968.2876955727556,4.661110003862277,False,Summer,611
Disneyland,Paris,Italy,North America,11.535745488142403,4439.732794421568,4.145794318779721,True,Fall,558
Louvre Museum,Paris,Canada,North America,16.97854244048878,3665.986067162564,3.763636607631934,True,Summer,348
Great Wall of China,Santorini,Greece,South America,5.000470384378886,1322.328868442771,2.7707181840147883,False,Summer,691
Taj Mahal,Paris,India,North America,34.97054751054957,3324.313190958411,3.4685869732548835,True,Spring,779
Santorini,Paris,France,Europe,39.789589216950674,3261.5572174143044,4.064873170289624,False,Fall,749
Taj Mahal,Santorini,Peru,Europe,30.621450721265774,4782.356898958612,1.3591378950514512,False,Summer,136
Eiffel Tower,Agra,Greece,North America,38.467888795196686,2358.48108850309,4.999321913768707,False,Summer,293
Taj Mahal,Cusco,Italy,South America,6.746869926868006,2671.0818718427813,3.902860081127123,True,Spring,554
Eiffel Tower,Paris,India,Asia,23.211330635002824,1964.0924840709934,4.1300620926499025,True,Winter,480
Great Wall of China,Rome,France,North America,69.79155988531755,3177.3444866233704,4.53767722402085,False,Summer,637
Niagara Falls,Paris,USA,Europe,1.1843446143142784,679.7098341016075,2.9706463695491347,False,Spring,134
Disneyland,Anaheim,India,South America,67.56665366306396,3032.3452488258245,2.038417732311157,False,Spring,366
Disneyland,New York,Italy,Asia,70.01963214806034,907.8637897101885,3.942939521542558,False,Winter,347
Statue of Liberty,Beijing,Canada,North America,32.656516209629416,2207.2130583968064,2.289795729369906,True,Winter,848
Colosseum,Anaheim,India,South America,89.30602978026697,742.4306107448451,1.9849598102772594,False,Winter,8
Eiffel Tower,Agra,China,North America,87.97761262406028,3060.4955105148247,4.639181947880509,False,Summer,940
Eiffel Tower,Ontario,Italy,South America,1.2461278469966892,1830.6289034822007,4.170160968103075,False,Summer,379
Great Wall of China,Anaheim,France,Asia,24.85814380616113,3049.647582419235,2.3217775950458757,False,Summer,444
Statue of Liberty,Ontario,Italy,Asia,81.12802939554413,2164.7771082580043,3.5655613738895724,False,Spring,955
Eiffel Tower,Anaheim,Italy,Europe,64.77683085671013,3020.4775051896227,4.032792115862239,True,Fall,880
Louvre Museum,Ontario,China,Europe,51.85000985840229,4030.7755778035303,4.981226958657505,False,Spring,835
Santorini,Cusco,India,North America,53.126405114292695,1394.0352940924658,4.303771203967376,True,Summer,765
Santorini,Agra,India,Europe,95.07516245382674,2133.6338497286883,3.8230371638553473,True,Fall,806
Eiffel Tower,Ontario,France,South America,30.49803065911073,681.4535113190213,3.436102254860964,False,Spring,581
Disneyland,Paris,USA,North America,97.50789832899726,3364.5791728227596,4.543835479684544,False,Summer,171
Machu Picchu,Paris,Italy,South America,14.315858166575685,1697.93482172079,2.126075108710612,False,Spring,127
Machu Picchu,Rome,China,Asia,20.133086152620074,4078.9221429688096,1.6059479410022073,False,Spring,973
Great Wall of China,Paris,Italy,Europe,34.71640465739347,1093.8213574863414,2.0384156189888554,True,Spring,26
Santorini,Paris,France,Europe,3.5594884811199075,2831.7836647360864,1.9217335502633643,True,Summer,73
Statue of Liberty,Paris,France,Europe,1.2541421929529415,904.2256929062827,4.162187733138982,True,Spring,24
Machu Picchu,Anaheim,France,North America,70.32186937372273,3106.534353817933,1.5228683443179754,False,Winter,98
Niagara Falls,Rome,France,North America,59.96626153041943,3900.4437572670804,1.0393574831881538,True,Fall,769
Great Wall of China,New York,France,Europe,95.13999122223579,971.272639091326,1.02612336125837,True,Summer,976
Machu Picchu,Beijing,India,Asia,58.903954854053595,3864.2917638183053,3.195415675399252,False,Summer,519
Machu Picchu,Ontario,USA,Asia,95.27613655470846,2988.1294673004786,2.4006857141917495,True,Fall,377
Machu Picchu,Paris,China,North America,77.85402796409738,2840.8571102130054,2.0114883680356166,False,Fall,416
Louvre Museum,Paris,France,Europe,21.653050086215508,4145.257479081845,2.6989548075587315,False,Fall,837
Taj Mahal,Beijing,USA,North America,40.30713325643051,3244.977305563408,1.1947367937073152,True,Spring,440
Eiffel Tower,Paris,France,South America,3.5453818324824056,482.19974689859686,4.641029454364306,True,Spring,651
Disneyland,Paris,USA,Asia,43.603629444428755,2062.9674417015926,4.791365749251959,False,Summer,174
Colosseum,Beijing,India,South America,93.93172562133839,3319.764996456602,1.3100320919734916,False,Spring,33
Colosseum,Paris,Greece,Europe,57.262306104664404,4658.196962286627,4.329183330099389,True,Spring,372
Colosseum,Paris,France,Europe,15.973529648446377,791.142366426724,3.475852559159735,True,Fall,42
Machu Picchu,Beijing,Canada,North America,24.9398300514144,4057.082002484932,2.5449234319353677,True,Spring,230
Colosseum,Santorini,USA,Europe,16.501473079034838,125.94967097237357,4.679497000339328,True,Summer,922
Statue of Liberty,Agra,Peru,Europe,84.24319329855173,4048.4881254980196,2.660509755525422,False,Fall,600
Disneyland,Santorini,France,Asia,33.460205059619874,2124.138704820867,3.1212520736696057,False,Fall,920
Machu Picchu,Anaheim,Italy,North America,59.604190758747016,3310.0596187101014,1.1501998597442364,True,Fall,947
Colosseum,New York,USA,North America,16.568023050977416,3522.865451016835,4.369287704237628,True,Fall,630
Machu Picchu,New York,France,Asia,43.7925689360249,1788.9875251662309,4.479185168195071,False,Summer,171
Niagara Falls,Paris,Greece,Asia,74.04965847882228,2901.7904928054113,4.766893318234708,False,Spring,324
Disneyland,Paris,Greece,Europe,99.04000938893142,3597.631461443016,1.5853195555076542,True,Fall,666
Niagara Falls,Paris,France,Europe,85.3607565138462,3130.8558732186743,4.301936018777868,True,Spring,211
Disneyland,Paris,France,Europe,94.53237569554807,4194.542419302403,2.066335958127313,True,Spring,410
Great Wall of China,Anaheim,Peru,North America,30.39641324347858,2735.9879883104227,4.796466585029977,True,Winter,20
Disneyland,Agra,Greece,Asia,13.84500013826659,2280.6244964735183,1.9812386444966426,False,Summer,12
Taj Mahal,Anaheim,China,Asia,18.12781949859799,3466.712420595287,2.943080540603029,False,Fall,734
Niagara Falls,New York,India,Asia,14.06127940278015,143.7680514457328,4.005973305515654,True,Winter,527
Louvre Museum,Paris,India,North America,22.13364158370556,1838.120929720575,2.264981071381827,False,Summer,345
Louvre Museum,Paris,China,Asia,13.821415466414757,981.6006698599829,1.3230544420867663,False,Spring,816
Santorini,Ontario,USA,Europe,20.235866732328873,4441.2328058409275,2.637495395798773,False,Summer,134
Taj Mahal,Agra,India,Europe,8.617834340448324,2806.721046535091,2.39228867902735,False,Spring,60
Disneyland,Rome,Canada,North America,33.34211237125217,2174.2636006297025,4.4427847170446535,False,Spring,44
Disneyland,Agra,France,Europe,18.534957180501728,4537.490048521319,4.46693314074278,True,Spring,509
Taj Mahal,Beijing,India,South America,9.284871633433749,3097.0612998390734,3.3823559841783206,False,Spring,83
Eiffel Tower,Rome,USA,Europe,7.565711705997404,2241.323243065095,2.2680181926303042,True,Spring,223
Great Wall of China,Anaheim,Greece,North America,10.54845993751094,2591.218986255441,1.0084506296023683,False,Spring,910
Colosseum,Beijing,USA,Asia,79.16666779587635,4112.499771126013,1.660754608905755,True,Spring,88
Louvre Museum,Cusco,USA,South America,82.8699591926124,4132.117567830681,3.8808301591328123,True,Spring,591
Niagara Falls,Rome,Italy,Asia,52.13532684898677,1361.8000384543018,4.206667361730542,False,Summer,621
Machu Picchu,Paris,China,Asia,51.49986220771047,3939.829386809002,4.256820834489586,False,Spring,211
